Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC),car_age,price_per_km
4691,Maruti,2012,560000,200000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248,13,2.8
4693,Renault,2017,695000,65000,Diesel,Individual,Manual,Second Owner,7,83.8,kmpl,21.04,1461,8,10.692307692307692
4696,Maruti,2012,200000,50000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,13,4.0
4702,Hyundai,2014,240000,70000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,3.4285714285714284
4707,Hyundai,2014,215000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,5.375
4708,Renault,2017,330000,20000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,8,16.5
4711,Hyundai,2012,549000,66657,Diesel,Dealer,Automatic,First Owner,5,126.32,kmpl,22.32,1582,13,8.236194248165985
4718,Hyundai,2011,262000,56389,Petrol,Dealer,Manual,First Owner,5,78.9,kmpl,20.36,1197,14,4.646296263455638
4724,Tata,2018,535000,30000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199,7,17.833333333333332
4730,Tata,2012,229999,186000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396,13,1.2365537634408603
4735,Hyundai,2010,142000,49200,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,15,2.886178861788618
4740,Hyundai,2016,900000,110000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,9,8.181818181818182
4748,Maruti,2009,125000,141000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,16,0.8865248226950354
4751,Maruti,2014,459999,65000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,11,7.076907692307692
4752,Maruti,2014,434999,110000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,11,3.9545363636363637
4756,Hyundai,2016,780000,35000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,9,22.285714285714285
4757,Maruti,2008,100000,195000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,17,0.5128205128205128
4758,Hyundai,2017,650000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,8,10.833333333333334
4760,Hyundai,2012,425000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,13,4.25
4762,Maruti,2016,459999,27000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,9,17.037
4763,Maruti,2020,578000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197,5,115.6
4764,Maruti,2012,550000,110000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248,13,5.0
4767,Mahindra,2014,250000,110000,Diesel,Individual,Manual,First Owner,5,65.0,kmpl,20.8,1461,11,2.272727272727273
4769,Maruti,2014,684000,60000,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248,11,11.4
4770,Maruti,2014,680000,64000,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248,11,10.625
4771,Renault,2014,500000,120000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.45,1461,11,4.166666666666667
4772,Renault,2014,520000,120000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.45,1461,11,4.333333333333333
4774,Mahindra,2019,1200000,15000,Diesel,Individual,Manual,First Owner,5,115.0,kmpl,20.0,1497,6,80.0
4779,Hyundai,2009,160000,35000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,16,4.571428571428571
4784,Hyundai,2012,250000,44588,Petrol,Dealer,Manual,First Owner,5,55.2,kmpl,21.1,814,13,5.606889746120032
4785,Maruti,2015,400000,49907,Petrol,Dealer,Manual,First Owner,5,67.04,kmpl,21.63,998,10,8.014907728374776
4786,Maruti,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,5,81.8,kmpl,21.21,1197,12,5.530544706478638
4787,Ford,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,5,98.96,kmpl,23.0,1498,9,5.04965494024575
4792,Maruti,2017,350000,20000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998,8,17.5
4794,Renault,2016,270000,30000,Petrol,Individual,Manual,Third Owner,5,67.0,kmpl,23.01,999,9,9.0
4795,Hyundai,2013,235000,40000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,12,5.875
4796,Maruti,2016,500000,60000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197,9,8.333333333333334
4797,Maruti,2012,220000,111000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,13,1.981981981981982
4798,Maruti,2014,380000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,11,5.428571428571429
4799,Maruti,2010,160000,100000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998,15,1.6
4800,Hyundai,2017,339000,25000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998,8,13.56
4807,Maruti,2014,350000,15000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,11,23.333333333333332
4809,Maruti,2018,580000,10000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,7,58.0
4810,Hyundai,2015,1000000,70000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,10,14.285714285714286
4811,Tata,2017,459999,80000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,8,5.7499875
4813,Hyundai,2014,650000,83000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582,11,7.831325301204819
4814,Maruti,2013,525000,116000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,12,4.525862068965517
4821,Volkswagen,2015,550000,120000,Diesel,Individual,Manual,Second Owner,5,103.2,kmpl,20.34,1498,10,4.583333333333333
4822,Maruti,2010,165000,20000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,15,8.25
4823,Hyundai,2014,210000,70000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,3.0
4824,Renault,2016,650000,30000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.64,1461,9,21.666666666666668
4826,Renault,2019,390000,25000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,6,15.6
4829,Hyundai,2008,130000,120000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,17,1.0833333333333333
4835,Hyundai,2017,270000,26442,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998,8,10.211027910142954
4837,Maruti,2010,130000,28000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,15,4.642857142857143
4838,Maruti,2015,650000,80000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248,10,8.125
4839,Maruti,2005,55000,39000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,20,1.4102564102564104
4840,Maruti,2017,475000,20000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998,8,23.75
4843,Maruti,2019,650000,15000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197,6,43.333333333333336
4844,Maruti,2015,440000,30000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197,10,14.666666666666666
4850,Maruti,2020,600000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197,5,120.0
4857,Ford,2011,204999,147000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,14,1.3945510204081633
4859,Hyundai,2009,310000,120000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396,16,2.5833333333333335
4865,Maruti,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,5,46.3,kmpl,19.7,796,20,2.1653543307086616
4871,Maruti,2019,595000,14548,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,21.21,1197,6,40.89909265878471
4872,Ford,2018,900000,44772,Diesel,Dealer,Manual,Second Owner,5,98.96,kmpl,23.0,1498,7,20.10184937014205
4879,Hyundai,2017,975000,41000,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,20.5,1582,8,23.78048780487805
4881,Maruti,2016,725000,66000,Diesel,Dealer,Manual,First Owner,7,88.8,kmpl,20.77,1248,9,10.984848484848484
4882,Maruti,2013,550000,65000,Diesel,Dealer,Manual,First Owner,7,88.76,kmpl,20.77,1248,12,8.461538461538462
4883,Hyundai,2014,550000,76000,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396,11,7.2368421052631575
4888,Maruti,2017,625000,70000,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,23.4,1248,8,8.928571428571429
4889,Maruti,2014,470000,89000,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,22.9,1248,11,5.280898876404494
4892,Maruti,2013,380000,57000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,12,6.666666666666667
4894,Hyundai,2016,275000,49200,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,5.5894308943089435
4896,Hyundai,2008,200000,60000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,17,3.3333333333333335
4898,Maruti,2004,90000,110000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,21,0.8181818181818182
4907,Maruti,2018,385000,50000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,7,7.7
4909,Hyundai,2019,521000,3010,Petrol,Individual,Automatic,First Owner,5,68.0,kmpl,20.3,1086,6,173.08970099667775
4910,Tata,2010,180000,80000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248,15,2.25
4914,Maruti,2007,140000,35000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,18,4.0
4916,Ford,2015,650000,110000,Diesel,Individual,Manual,Second Owner,5,98.59,kmpl,22.77,1498,10,5.909090909090909
4924,Maruti,2016,620000,36000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197,9,17.22222222222222
4927,Ford,2018,810000,30000,Diesel,Individual,Manual,Second Owner,5,98.96,kmpl,23.0,1498,7,27.0
4930,Tata,2017,400000,85000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.65,1248,8,4.705882352941177
4931,Maruti,2014,300000,60000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,11,5.0
4932,Maruti,2015,170000,20000,Petrol,Individual,Manual,Third Owner,5,47.3,kmpl,22.74,796,10,8.5
4938,Maruti,2005,80000,90000,Petrol,Individual,Automatic,Second Owner,5,46.3,kmpl,19.7,796,20,0.8888888888888888
4940,Volkswagen,2011,225000,90000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598,14,2.5
4943,Hyundai,2017,509999,90000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197,8,5.666655555555556
4944,Maruti,2015,245000,36710,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,10,6.673930809043857
4947,Maruti,2014,370000,30000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,11,12.333333333333334
4949,Maruti,2017,580000,20000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,8,29.0
4956,Maruti,2013,185000,85000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,12,2.176470588235294
4957,Maruti,2018,625000,50000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197,7,12.5
4959,Maruti,2017,390000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,8,15.6
4962,Hyundai,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,5,90.0,kmpl,23.0,1396,14,2.533333333333333
4966,Maruti,2013,210000,50000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,12,4.2
4967,Maruti,2012,270000,80000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248,13,3.375
4969,Hyundai,2014,220000,93000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,11,2.3655913978494625
4976,Hyundai,2016,280000,60000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,4.666666666666667
4979,Hyundai,2018,720000,50000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,21.19,1396,7,14.4
4980,Ford,2017,800000,60000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,8,13.333333333333334
4981,Hyundai,2012,265000,20000,Petrol,Individual,Manual,Third Owner,5,68.05,kmpl,19.81,1086,13,13.25
4982,Maruti,2010,135000,90000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,15,1.5
4985,Hyundai,2012,450000,72000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,13,6.25
4990,Volkswagen,2012,350000,74000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199,13,4.72972972972973
4991,Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,19,1.4166666666666667
4992,Maruti,2016,290000,15000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,19.333333333333332
4995,Maruti,2003,65000,114000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,22,0.5701754385964912
4999,Maruti,2020,265000,70000,Petrol,Individual,Manual,Second Owner,5,67.05,kmpl,21.79,998,5,3.7857142857142856
5000,Tata,2018,459999,50000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199,7,9.19998
5002,Maruti,2013,395000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,12,5.642857142857143
5005,Maruti,2011,290000,110000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248,14,2.6363636363636362
5011,Volkswagen,2014,300000,84000,Diesel,Individual,Manual,Second Owner,5,88.5,kmpl,20.14,1498,11,3.5714285714285716
5014,Hyundai,2011,200000,60000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,14,3.3333333333333335
5022,Maruti,2014,465000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,5.166666666666667
5023,Tata,2010,200000,188000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248,15,1.0638297872340425
5026,Hyundai,2010,150000,123278,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,15,1.2167621148947907
5028,Hyundai,2015,625000,90000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396,10,6.944444444444445
5029,Ford,2012,220000,110000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,13,2.0
5030,Ford,2013,250000,110000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399,12,2.272727272727273
5031,Tata,2018,575000,70000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.65,1248,7,8.214285714285714
5034,Maruti,2016,262000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,5.24
5035,Hyundai,2018,299000,33000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,7,9.06060606060606
5036,Maruti,2015,250000,26500,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,10,9.433962264150944
5038,Maruti,2013,360000,70000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,23.4,1248,12,5.142857142857143
5039,Hyundai,2017,600000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,8,10.0
5040,Volkswagen,2011,300000,80000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598,14,3.75
5045,Hyundai,2012,185000,50000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,13,3.7
5048,Renault,2017,360000,25000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,8,14.4
5049,Maruti,2014,210000,70000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,11,3.0
5051,Volkswagen,2016,560000,50000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,20.14,1498,9,11.2
5054,Toyota,2012,300000,90000,Diesel,Individual,Manual,First Owner,5,67.1,kmpl,23.59,1364,13,3.3333333333333335
5058,Maruti,2015,270000,22000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,10,12.272727272727273
5060,Chevrolet,2013,200000,80000,Diesel,Individual,Manual,First Owner,5,76.9,kmpl,22.1,1248,12,2.5
5062,Tata,2018,860000,60000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497,7,14.333333333333334
5064,Maruti,2013,240000,142000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248,12,1.6901408450704225
5066,Ford,2018,850000,90000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,7,9.444444444444445
5067,Ford,2011,155000,80000,Diesel,Individual,Manual,Third Owner,5,68.0,kmpl,20.0,1399,14,1.9375
5068,Hyundai,2011,270000,125000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396,14,2.16
5069,Maruti,2015,610000,33000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373,10,18.484848484848484
5070,Hyundai,2015,1000000,50000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,10,20.0
5074,Maruti,2007,135000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,18,2.25
5076,Hyundai,2014,625000,70000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,11,8.928571428571429
5077,Maruti,2012,220000,70000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248,13,3.142857142857143
5078,Maruti,2017,620000,18484,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.89,1197,8,33.54252326336291
5080,Maruti,2010,180000,25000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,15,7.2
5081,Volkswagen,2013,250000,120000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,22.07,1199,12,2.0833333333333335
5082,Maruti,2017,480000,55000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197,8,8.727272727272727
5087,Hyundai,2012,380000,50000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396,13,7.6
5089,Maruti,2004,90000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,21,1.5
5090,Maruti,2016,330000,80000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,9,4.125
5094,Hyundai,2013,215000,47000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,12,4.574468085106383
5097,Hyundai,2013,380000,110000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.27,1396,12,3.4545454545454546
5099,Hyundai,2012,400000,103655,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582,13,3.8589551878828807
5105,Maruti,2008,120000,80000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,17,1.5
5108,Ford,2015,550000,206000,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498,10,2.6699029126213594
5109,Ford,2018,950000,27000,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498,7,35.18518518518518
5110,Ford,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,5,89.84,kmpl,22.7,1498,11,3.787878787878788
5113,Mahindra,2011,180000,218000,Diesel,Individual,Manual,First Owner,5,64.1,kmpl,21.0,1461,14,0.8256880733944955
5114,Hyundai,2016,650000,10000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,9,65.0
5116,Mahindra,2011,210000,215000,Diesel,Individual,Manual,First Owner,5,64.1,kmpl,21.0,1461,14,0.9767441860465116
5118,Volkswagen,2011,295000,65000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598,14,4.538461538461538
5120,Maruti,2017,450000,10000,Petrol,Individual,Automatic,First Owner,5,67.04,kmpl,23.1,998,8,45.0
5124,Hyundai,2012,300000,80000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396,13,3.75
5134,Hyundai,2017,1100000,40000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396,8,27.5
5139,Hyundai,2013,500000,80000,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582,12,6.25
5143,Renault,2016,235000,60000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,9,3.9166666666666665
5145,Maruti,2012,325000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,13,3.611111111111111
5146,Maruti,2014,420000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,4.666666666666667
5147,Maruti,2014,229999,60000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998,11,3.8333166666666667
5148,Maruti,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5,74.0,kmpl,23.4,1248,12,4.6875
5158,Hyundai,2018,575000,30000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086,7,19.166666666666668
5163,Hyundai,2010,320000,135000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396,15,2.3703703703703702
5167,Renault,2016,315000,60000,Petrol,Individual,Manual,Second Owner,5,67.0,kmpl,23.01,999,9,5.25
5171,Maruti,2015,350000,29000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,10,12.068965517241379
5174,Maruti,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,5,67.04,kmpl,23.1,998,7,15.066633333333334
5183,Maruti,2015,450000,35000,Petrol,Individual,Manual,Second Owner,5,83.11,kmpl,20.4,1197,10,12.857142857142858
5184,Maruti,2014,310000,35000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,11,8.857142857142858
5185,Maruti,2007,150000,50000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,18,3.0
5188,Ford,2011,160000,112000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,14,1.4285714285714286
5192,Tata,2012,135000,146000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,19.61,1405,13,0.9246575342465754
5194,Volkswagen,2020,260000,50000,Diesel,Individual,Manual,First Owner,5,88.5,kmpl,20.14,1498,5,5.2
5195,Hyundai,2017,500000,25000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197,8,20.0
5196,Renault,2016,220000,20000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,9,11.0
5199,Hyundai,2011,280000,100000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396,14,2.8
5201,Hyundai,2011,320000,155000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396,14,2.064516129032258
5202,Ford,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,68.0,kmpl,20.0,1399,13,2.0
5203,Maruti,2012,310000,25000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.5,1248,13,12.4
5208,Maruti,2012,380000,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,13,3.8
5210,Tata,2015,475000,25000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,10,19.0
5215,Hyundai,2010,275000,80000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,15,3.4375
5217,Renault,2014,650000,129000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.72,1461,11,5.038759689922481
5218,Volkswagen,2018,650000,82000,Diesel,Individual,Automatic,First Owner,5,108.62,kmpl,21.73,1498,7,7.926829268292683
5221,Maruti,2017,445000,39500,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.52,1197,8,11.265822784810126
5222,Hyundai,2018,750000,40000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396,7,18.75
5223,Maruti,2012,425000,56000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,13,7.589285714285714
5224,Hyundai,2017,850000,54000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,8,15.74074074074074
5225,Maruti,2016,400000,20000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,9,20.0
5229,Maruti,2014,206000,120000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,11,1.7166666666666666
5230,Hyundai,2014,290000,50000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,5.8
5232,Maruti,2010,170000,100000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,15,1.7
5234,Volkswagen,2012,315000,130000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598,13,2.423076923076923
5235,Maruti,2011,225000,76000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998,14,2.960526315789474
5239,Ford,2013,250000,25000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399,12,10.0
5245,Hyundai,2011,360000,157000,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582,14,2.2929936305732483
5246,Hyundai,2011,380000,157000,Diesel,Individual,Manual,Second Owner,5,126.3,kmpl,22.32,1582,14,2.4203821656050954
5248,Tata,2010,160000,30000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248,15,5.333333333333333
5250,Maruti,2014,229999,30000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,11,7.666633333333333
5251,Maruti,2014,440000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,11,6.285714285714286
5259,Volkswagen,2012,240000,200000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199,13,1.2
5262,Hyundai,2012,465000,146000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,13,3.184931506849315
5264,Hyundai,2013,325000,70000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,12,4.642857142857143
5266,Maruti,2006,110000,120000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,19,0.9166666666666666
5268,Maruti,2018,750000,40000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373,7,18.75
5269,Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,7,14.0
5274,Maruti,2014,200000,40000,Petrol,Individual,Manual,Third Owner,5,47.3,kmpl,22.74,796,11,5.0
5276,Tata,2012,200000,120000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396,13,1.6666666666666667
5277,Hyundai,2016,276000,60000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998,9,4.6
5278,Hyundai,2014,250000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,11,6.25
5279,Maruti,2008,95000,80000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,17,1.1875
5280,Tata,2011,200000,70000,Diesel,Individual,Manual,Second Owner,5,70.0,kmpl,23.57,1396,14,2.857142857142857
5281,Hyundai,2012,450000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,13,4.5
